"address","type","text","date","compensation","link"
"[""\n        "",""\nPosition open for administrative assistant / customer service rep / office manager  in an e-commerce and manufacturing company in South Bay San Diego (Otay Mesa). "",""\n"",""\nMain job duties include downloading and shipping internet orders, taking orders and providing product guidance and customer service over the phone, as well as through email and through online chat. Additional duties include light QuickBooks bookkeeping, maintaining complex Excel sheets that track sales and production, and ordering materials. "",""\n"",""\nWe are looking for a person who has an accent-free American English voice. Some Spanish knowledge is desirable. The candidate should be at least a high-school graduate, and should have at least 4 years of experience in a commercial office environment. Experience with phone customer service and proficiency with computers and with Excel are also required. "",""\n"",""\nThe candidate should also have an impeccable track record of honesty and reliability and should be highly organized, attentive to detail, intelligent, accurate, good with numbers, responsible and self-motivated."",""\n"",""\nStarting salary is competitive and in line with qualifications and experience, and will increase with gained proficiency."",""\n"",""\nWe provide a pleasant and respectful working environment in a well-established and profitable small business. This is a great opportunity for a motivated candidate to become a key person in the company and to learn about  and participate in all aspects of the business with increasing autonomy. "",""\n"",""\nIf interested, please email your resume including GPA earned in high school or in college, salary expectation and phone number.    ""]","full-time","Administrative Assistant / Office Manager","2018-04-05 11:41","based on qualifications","https://sandiego.craigslist.org/ssd/ofc/d/administrative-assistant/6552783234.html"
"[""\n        "",""\nWe are now hiring party planning assistants for the upcoming parties and events! The pay is $17 per hour. "",""\n"",""\nTo see what were all about, checkout our Facebook page here: "",""\n"",""\nDuties include shopping, decorating, sending out invitations, and working with social media. This is a part-time position and you can work around your school schedule or other part time job."",""\n"",""\nPlease send us a photo and your contact info."",""\n"",""\nWatch our brand new one-minute promo trailer here: "",""\n"",""\nCheckout our Facebook page here: "",""\n"",""\nSee our website here: "",""\n    ""]","part-time","Hiring Party Planning Assistants For TV Show","2018-04-05 11:45","$17 per hour","https://sandiego.craigslist.org/csd/ofc/d/hiring-party-planning/6552787364.html"
"[""\n        "",""\nTeam Fishel, the Best Choice for Utility Construction and Network Installation, is hiring for an "",""\nposition in our "","" office."",""\n"",""\nTeam Fishel is about strong values and a commitment to providing our Customers with Service Excellence. Increasing productivity, being Accident Free and developing our Teammates is our Fishelosophy."",""\n"",""\nTeam Fishel offers career advancement, competitive wages and an excellent benefit package, including health & life insurance, 401(k) and a profit sharing plan."",""\n"",""\n"",""\n"",""\n"",""\nInvoicing, A/P & A/R"",""\n"",""\nData Entry"",""\n"",""\nFiling"",""\n"",""\nProduction and other office support duties as needed"",""\n"",""\n"",""\n"",""\n"",""\nIdeal candidate will have 2-3 years Administrative experience"",""\n"",""\nMust be detail-oriented, and exhibit proficiency in MS Excel and Word."",""\n"",""\nDemonstrate superior communication, organizational, and prioritization skills."",""\n"",""\nMust be extremely versatile and able to work both independently and as part of a team."",""\n"",""\nEOE/DFWP    ""]","full-time","TEAM FISHEL IS HIRING OFFICE SUPPORT STAFF IN SAN DIEGO, CA","2018-04-05 11:56","DOE","https://sandiego.craigslist.org/csd/ofc/d/team-fishel-is-hiring-office/6552800123.html"
"[""\n        "",""\nLooking for a mature responsible person to handle various administrative duties and assist management in daily operations. Individual must have great attention to detail, be organized and have the ability to prioritize and complete multiple tasks, excellent written and verbal skills needed and an understanding of basic business math concepts."",""\n"",""\nResponsibilities include but are not limited to:"",""\nPrinting and responding to e-mail"",""\nDownloading and printing of plans and various bid documents keeping management up to date with all relevant details."",""\nFiling"",""\nProficient in Microsoft Office"",""\nData Entry"",""\nBilling"",""\nVarious projects as assigned"",""\n"",""\nThis currently a part time position and may become full time    ""]","part-time","Administrative Assistant","2018-04-05 11:57","$16 per hour to start","https://sandiego.craigslist.org/nsd/ofc/d/administrative-assistant/6552800718.html"
"[""\n        "",""\nLeo Hamel Fine Jewelers, a successful, upscale jewelry store serving San Diego County for over 38 years is looking to hire an energetic Administrative Office Manager to join our thriving team."",""\n"",""\nThe ideal candidate has 5+ years of experience in human resources, office management, vendor management and low to mid level accounting duties. This position reports directly to the CFO and oversees the logistics and estates maintenance departments and is closely involved with accounting, marketing and technology departments. This person is able to work efficiently while managing multiple projects with little or no supervision, is personable and works well with vendors as well as customers."",""\n"",""\nResponsibilities include:"",""\n•\tHuman Resources: employee on-boarding, maintaining personnel records ect."",""\n•\tAdminister all employee benefits including, but not limited to medical, dental and vision insurance, 401K, FSA, Cobra ect."",""\n•\tTrack eligibility for benefits"",""\n•\tManage time clock and attendance systems and produce weekly timecards"",""\n•\tDeliver verbal and written warnings as needed"",""\n•\tHandle employee concerns and complaints"",""\n•\tOrganize company parties"",""\n•\tManage Employee Handbook updates"",""\n•\tCheck daily sales invoices for accuracy"",""\n•\tCheck vendor invoices for accuracy "",""\n•\tScheduling of contractors and other vendors performing maintenance or repairs"",""\n•\tManage phone/internet accounts"",""\n•\tProject manager when opening and closing locations"",""\n•\tManage logistics staff"",""\n"",""\nRequired Education and Experience:"",""\n•\tManaging Human Resources department"",""\n•\tAdministering employee benefits"",""\n•\tWorking knowledge of employment laws"",""\n•\tHiring and terminating procedures including knowledge of legal requirements"",""\n•\tExcel, Word and Office"",""\n"",""\nIf you are professional and passionate about your work, if you enjoy spending your days with other professionals in a lively and dynamic work environment, then this may be the job for you! Your success is only limited by your own commitment and drive."",""\n"",""\nWe are dedicated to excellence in all that we do.  We offer a competitive benefits package including 401k, FSA, medical/dental co-pay, Paid Time Off, paid holidays, employee discounts, company-paid training, dues and memberships."",""\n"",""\nThis is a full time position.  Work week is Tuesday - Saturday with some Mondays/Sundays during the peak Christmas season."",""\n"",""\nPlease do not call the store or drop off resume in person. We encourage all candidates to attach their resume to this ad and not to disturb our staff. "",""\n"",""\nLeo Hamel Fine Jewelers is an Equal Opportunity Employer and provides equal employment opportunities to all qualified individuals without regard to their age, race, color, religion, national origin, sex, disability, sexual orientation, or any other characteristic protected by law."",""\n    ""]","full-time","Administrative Office Manager","2018-04-05 12:11","$60-$70K DOE","https://sandiego.craigslist.org/csd/ofc/d/administrative-office-manager/6552817365.html"
"[""\n        "",""\nWe're looking for an experienced assistant to add to our real estate company in Del Mar/RSF/La Jolla. This is an outstanding opportunity for someone who knows how to add value to a working group as a leader in a support position, and has the experience, drive and motivation to take it to the next level. Experience with Keller Williams Systems is a plus. "",""\n"",""\nJob Description:"",""\n"",""\nThe Executive Assistant / Closing Manager is the face to our organization, our Director of First Impressions, and will be working closely with our customers, partners, prospective customers, and the public. You'll work and mentor mostly with the team lead, but will also work on multiple tasks concurrently to support other members of our working group. "",""\n"",""\nDuties and Responsibilities Include:"",""\n"",""\n•\tGreet customers, answer phones, file, copy, scan"",""\n•\tEnter data into data management system, providing administrative support and database management for event-related activities"",""\n•\tTrack project/event expenditures and budgets. Compile monthly reports"",""\n•\tManage timelines and deadlines"",""\n•\tDevelop and maintain marketing campaigns"",""\n•\tManage customer relationships, conduct online surveys,"",""\n•\tWebsite and Social management"",""\n•\tAttend meetings, assist in monitoring and motivating team members and progress"",""\n•\tOrganize and execute client events"",""\n"",""\nKey Skills/Qualifications:"",""\n"",""\n•\tHigh school diploma required, higher education preferred."",""\n•\tPositive, outgoing attitude and energetic. We will not tolerate gossiping, complaining or negativity. Must have a positive, outgoing attitude."",""\n•\tBookkeeping skills - minor accounts payable/receivable. "",""\n•\tAbility to focus and remain calm and organized amid deadlines."",""\n•\tStrong written and verbal communication skills, with an ability to communicate effectively across age groups, ethnicity and backgrounds.  "",""\n•\tExceptional project management skills and ability to multi-task. "",""\n•\tAbility to handle confidential information, exhibit good judgment and provide excellent customer service in working with customers, prospective customers, staff, vendors, and staff."",""\n•\tAbility to prioritize workload effectively to make optimum use of time and meet deadlines with minimal supervision."",""\n•\tMUST BE HIGHLY PROFICIENT in MS Office applications - WORD, EXCEL, PUB, PPT; with an ability and enthusiasm to learn new systems and applications."",""\n•\tExperience with Keller Williams Systems, Documents, and Procedures a plus."",""\n•\tReal Estate license or desire to get one is also a plus.  "",""\n•\tAbility to flex work hours to work evenings or week-ends, as needed. "",""\n•\tValid driver's license and ability to drive to offsite event venues, as needed."",""\nInterest in Real Estate is preferred but not required. "",""\n"",""\nThere is a 90 day probationary period; the position then goes to full time with participation in profit sharing. If you think that you are the perfect person, looking for a rewarding position with plenty of growth opportunity, and want to have fun working with a professional group - we want to hear from you!"",""\n"",""\nBackground check: Successful completion of a pre-employment background check."",""\n"",""\nTo apply, please do the following - IMPORTANT: Please complete the Tony Robbins DISC profile, at "","" and send along with your cover letter and resume."",""\n    ""]","full-time","Executive Assistant","2018-04-05 12:12","$17-$20 p/h Salary + Bonus Depending on Experience","https://sandiego.craigslist.org/nsd/ofc/d/executive-assistant/6552817813.html"
"[""\n        "",""\nADMINISTRATIVE ASSISTANT "",""\nAll Valley Home Care is a fast-paced, expanding healthcare services and staffing company that provides one-on-one in-home assistance and care management. We offer personalized services to seniors at home, families needed help with children and everyday people recovering from recent illnesses or surgeries seeking personal assistants. We are dedicated to providing unique and individualized services that exceed expectations.  "",""\n "",""\nIf you looking for a challenge and a great place to work, you have found it. Our small company is in need of an excellent Administrative Assistant. This is a hands-on, multi- tasking, position for someone who wants to take the lead in our office and keep our team working efficiently. The ideal candidate will possess an enthusiastic attitude to add to our nurturing environment.  "",""\n "",""\nYou need to be smart, resourceful, a quick learner, and be able to work independently. You should be meticulous, organized, and positive.  "",""\n "",""\nThis position is perfect for someone who enjoys a creative environment and a variety"",""\nof tasks, along with routine calendaring, scheduling appointments, and general office management. We are looking for someone who understands the importance of excellent client relations and is a dependable and self-motivated team player.  "",""\n "",""\nDUTIES:  "",""\n- Provide administrative support to the Director  "",""\n- Maintain and update client list  "",""\n- Maintain and update client schedules, timesheets, and progress reports  "",""\n- Schedule appointments  "",""\n- Maintain and update director calendar  "",""\n- Provide liaison between clients, field staff, and families  "",""\n- Deal with clients on the phone with patience and diplomacy  "",""\n- Prepare and respond to services inquires and send out marketing/presentation materials  "",""\n- Create and implement organizational systems  "",""\n- Type, proofread, and edit letters and other materials  "",""\n- Telephone and email correspondence  "",""\n- Perform other support tasks and errands as needed    "",""\nQUALIFICATIONS:  "",""\n- Two years minimum administrative experience  "",""\n- PC proficient  "",""\n- Knowledge in Microsoft office  "",""\n- Ability to learn computer programs such as Home-Trak  "",""\n- Excellent verbal and written communication skills  "",""\n- Excellent typing and editing/proofreading skills  "",""\n- Strong organizational skills and multi-tasking capability  "",""\n- Creative thinker and problem-solver  "",""\n- Ability to work independently, as well as take direction    "",""\n-bilingual Spanish speaking "",""\nOTHER DESIRED QUALITIES:  "",""\n- Self-motivated  "",""\n- Excellant phone manner "",""\n - Professional  "",""\n- Interested in being a part of our growth  "",""\n- Desire and ability to work with a team  "",""\n- Independent  "",""\n- Detail-oriented  "",""\n- Trustworthy  "",""\n- Dependable  "",""\n- Highly organized  "",""\n- Creative  "",""\n-Good energy and a positive, calm attitude  "",""\n-Caring  "",""\n -Recent staffing or home care agency experience . "",""\nHours: 40 Hours per week  "",""\nCompensation: $31,000.00-$37,000.00 depending on experience, plus benefits.  "",""\n "",""\nPlease submit along with your resume a cover letter that describes why you would be the best candidate for this position."",""\n    ""]","full-time","Administrative Assistant Home Care Agency Growth Potential","2018-04-05 12:22","Competitive","https://sandiego.craigslist.org/csd/ofc/d/administrative-assistant-home/6552829315.html"
"[""\n        "",""\nLocated in beautiful Rancho Bernardo in San Diego, California, Casa de las Campanas is an exceptional life plan community where residents enjoy the retirement that they desire. We are looking for motivated professionals from diverse backgrounds who take the initiative to provide superior customer service to residents. Casa offers a supportive work environment, with challenging assignments, career development and competitive compensation and benefits. We also offer an employee scholarship program and employee appreciation fund funded by our residents!"",""\n"",""\nCome join our great team! Responsibilities include answering telephone for main reception desk, monitoring panels for emergencies, fire alarms and suspicious behavior, dispatching security and medical personnel as needed, and assisting other general and administrative departments as needed. Requires H.S. Diploma or GED, ability to multi-task, advanced customer service skills, excellent written and oral communication skills and attention to detail."",""\n"",""\nFax your resume to (858) 592-1853. Please visit our Human Resources Department to complete an application for employment Mon. -  Fri. 8:30 am - 4:30 pm at 18655 West Bernardo Drive, San Diego, CA 92127. EOE. We hire veterans!    ""]","part-time","Receptionist - 24 hours a week -AM/PM/NOC Shifts","2018-04-05 12:26","$12/hr plus differential for PM or NOC Shift","https://sandiego.craigslist.org/nsd/ofc/d/receptionist-24-hours-week-am/6552833383.html"
"[""\n        "",""\nTECHNOLOGY ASSOCIATES EC INC offers a wide variety of communication services to its clients, including wireless telecommunications deployment and professional services consisting of Site Acquisition, Architecture and Engineering Designs, and Construction Project Management. The selected candidate for this position will be responsible for the entry of client purchase orders, project set-up, and providing routine administrative support.  "",""\n"",""\nQualifications:"",""\n"",""\n• High school diploma or equivalent"",""\n• Minimum one year of clerical and/or administrative experience"",""\n• Intermediate Microsoft Office skills, to include Excel"",""\n• Good written and verbal communication skills"",""\n• Excellent proofreading skills"",""\n• Ability to participate and work in a team environment"",""\n"",""\nResponsibilities:"",""\n"",""\n• Support staff with the issuance of client purchase order requests"",""\n• Set-up of projects and provide budgeting support on project modifications in the accounting system"",""\n• Track purchase order requests and client purchase orders"",""\n• Interface with client's various tracking systems "",""\n• Perform client billing on related projects"",""\n• Entry of internal purchase requisitions "",""\n• Distribute purchase orders to the applicable sub-contractors"",""\n• Assist project managers with budget tracking"",""\n• Perform administrative and office support duties"",""\n• Perform other duties as required and assigned"",""\n"",""\nTAEC offers medical, dental, vision, 401k, PTO, and holiday benefits."",""\nIf interested in this position, please respond to this posting with your resume.    ""]","full-time","Project Coordinator (Billing)","2018-04-05 12:49","Hourly rate of pay will be commensurate with skills and experience.","https://sandiego.craigslist.org/csd/ofc/d/project-coordinator-billing/6552858205.html"
"[""\n        "",""\n"",""\n    ""]","full-time","Client Services Rep","2018-04-05 13:39","DOE","https://sandiego.craigslist.org/csd/ofc/d/client-services-rep/6552910977.html"
"[""\n        "",""\nLooking for energetic customer service representative with great people skills.  Job will be part time at a start-up organization."",""\nPre-requisites are:"",""\nCustomer service experience (5 years)"",""\nAffable disposition "",""\nFamiliarity with Quick Books"",""\nClean background-all employees subject to background checks"",""\nSome automotive experience is a plus "",""\n"",""\nDuties include fielding phone calls, inputting information in database and additional accounting tasks. We idealize candidates who want to grow with the organization.    ""]","part-time","Customer Service Representative","2018-04-05 14:10","Part time, 15$ to 16$ an hour","https://sandiego.craigslist.org/csd/ofc/d/customer-service/6552940847.html"
"[""\n        "",""\nBusy Automotive facility seeks eager customer service representative to answer phones, create files, process payments etc."",""\nShould be Bi-Lingual and friendly/Customer service oreinted. Full-Time Monday-Friday 8/5pm weekends off - 40 hrs per week with occasional overtime. "",""\nGood benefits and Vacation package.  Some experience is preferred however we will train the right person. "",""\nBusy and Fun work environment. "",""\nPay range 13-15/Hourly"",""\nPlease submit resume via email    ""]","full-time","Customer Service Front Desk","2018-04-05 14:37","Hourly","https://sandiego.craigslist.org/nsd/ofc/d/customer-service-front-desk/6552967902.html"
"[""\n        "",""\nCustomer Service Representative "",""\nAt Professional's Choice, our first priority is our customers.  They are our reason for being in business and we must work every day to exceed their expectations. By understanding the customer's needs and delivering quality results every time, Professional's Choice employees keep customers satisfied every day. This position requires a self-starter that can work in a team environment with the ability to interact well, in a positive manner, with co-workers and management."",""\n"",""\nResponsibilities"",""\n•\tCustomer Service, incoming and outgoing calls"",""\n•\tHandle customer inquiries"",""\n•\tEnter orders in the company system"",""\n•\tWork with the public for retail sales on occasion"",""\n•\tWork with Account Representatives in assisting clients "",""\n•\tAssist with various additional office duties"",""\n"",""\nRequirements"",""\n•\tCandidates must have at least 1 year experience in a Customer Service environment"",""\n•\tStrong written and verbal communication skills"",""\n•\tAbility to multi-task in a fast-paced environment"",""\n•\tAttention to detail"",""\n•\tOrganizational skills"",""\n•\tA true desire to help customers "",""\n•\tEquine knowledge a MUST"",""\n•\tBilingual in Spanish a plus"",""\n•\tMS Dynamics NAV software a plus"",""\n"",""\nCompensation"",""\n•\tBased on experience"",""\n•\tBenefits package"",""\n"",""\nAbout Professional's Choice"",""\nProfessional's Choice continues to pioneer the world-wide equine market place by producing products strictly with the well-being of the horse in mind. As inventor and manufacturer of the original patented Sports Medicine Boot, the SMx Air Ride™ Saddle Pad, and VenTECH™ technology, Professional's Choice continually produces the highest in quality products recognized by top trainers, professionals and everyday horseman all over the world.  www.profchoice.com "",""\n"",""\n"",""\nPlease send your resume and cover letter and salary requirement in a word document format, attached to your response.  No phone calls or walk-ins."",""\n    ""]","full-time","Customer Service Representative - Equine Industry","2018-04-05 15:13","Based on experience","https://sandiego.craigslist.org/esd/ofc/d/customer-service/6552846329.html"
"[""\n        "",""\nGrowing lighting distribution, design and maintenance company is seeking a knowledgeable maintenance account manager with an eager \""make it happen\"" attitude. "",""\n"",""\nThe primary job responsibilities include:"",""\n"",""\na. Dispatching/Scheduling Maintenance Work Orders"",""\nb. Lighting and Electrical Material Orders for Service (i.e. lamps, ballasts, fixtures etc.)"",""\nc. Material and Labor quotations"",""\nd. Shipping and Tracking of Material Orders and Service Dispatches"",""\ne. Internal and External Dispatch Reporting"",""\nf. Technical Calls to Support Customers"",""\n"",""\nKey Qualities:"",""\n"",""\nTo be considered for this position, you must have: "",""\n-\tPrior lighting, maintenance, dispatching or related experience (1-2 years minimum) "",""\n-\tProven organizational skills"",""\n-\tStrong communication skills; over the phone via email and in person"",""\n-\tWork well with a high functioning dynamic team"",""\n-\tComputer skills; full PC-based MS Office Suite, Adobe Acrobat Professional, and Strong Internet research capabilities "",""\n"",""\nProphet 21 Experience is a Plus"",""\nPrior National and Retail Maintenance Experience is a Plus"",""\n"",""\nThis is a full time, hourly position based out of our North County headquarters in Vista California. The company offers a comprehensive benefits package including medical, dental and 401(k) with match. "",""\n"",""\nIf you are interested in this opportunity and have the required skills and experience, please forward your resume and cover letter with salary history and requirement. "",""\n"",""\nThe company is an at will employer and retains the right to not interview candidates that do not meet the minimum requirements described above. "",""\n"",""\n    ""]","full-time","Maintenance Account Manager","2018-04-05 15:16","base salary + performance bonus, profit sharing, health benefits, PTO, 401(k), onsite gym, yoga, fun environment","https://sandiego.craigslist.org/nsd/ofc/d/maintenance-account-manager/6553004156.html"
"[""\n        "",""\nAre you ready to be a valued member of a growing team? Are you ready to take the next step in your career? We are seeking an experienced, full time project engineer to support our steady growth. We specialize in design/build Tenant Improvement projects for the San Diego biotech industry. We focus on Safety, Quality and complete Customer Satisfaction. "",""\n"",""\nResponsibilities will include but are not limited to:"",""\n• Assist Project/Account Managers, Superintendents, and Field Crews in developing and executing project plans. "",""\n• Communicate with Project Management, Field Crews, Subcontractors and Clients; coordinate material, equipment, and     information requests. "",""\n• Ensure project documentation stays organized and flows to the correct departments, internally and externally."",""\n• Process, track, and organize material orders; assist PM in the buyout process; create purchase orders."",""\n• Set up project specific vendor accounts (if applicable)."",""\n• Attend all pertinent project planning meetings (turnover, planning, critical path, and BIM meetings)."",""\n• Schedule & coordinate with subs and process subcontracts."",""\n• Assemble submittal and close-out packages with proper documentation; track submittal approvals/changes/re-submittals."",""\n• Build and develop lasting relationships to ensure consistent revenue and profitability."",""\n• Coordinate and track all rental equipment onsite."",""\n• Gather necessary documentation for CORs and RFIs while keeping logs updated."",""\n• Update field forms to facilitate the exchange of pertinent and accurate information (Daily Reports, T&M Tickets, Take-Offs, Safety Documents, Etc.)."",""\n• Ensure safe practices."",""\n"",""\nWe offer:"",""\n• Very Competitive wages"",""\n• Great working environment"",""\n• Great high quality projects"",""\n• First year of employment: 1week paid vacation"",""\n• Second year of employment: 2weeks paid vacation"",""\n• The following paid holidays: New Year's Day, Memorial Day, Independence Day, Labor Day, Thanksgiving Day and Christmas Day."",""\n• Full Paid Medical / Dental / Vision Insurance"",""\n• Retirement Plan - 401K Program with employer match dollar for dollar."",""\n• Continuing education"",""\n"",""\nMinimum Requirements:"",""\n• Minimum of 2 years' industry experience"",""\n• Self-motivated and independent"",""\n• Fluent English and good communication skills"",""\n• Responsible, organized and punctual"",""\n• Drug free environment"",""\n"",""\nIf you meet these requirements, please send us your contact information and resume by clicking the reply button on the top left-hand corner of the screen."",""\n"",""\nSummit Electrical, Inc. is an Equal Employment Opportunity Employer and dedicated to a diverse work force and Drug Free work environment. EOE/Minorities/Females/Vet/Disabled are encouraged to apply.    ""]","full-time","Project Engineer - Summit Electrical","2018-04-05 15:20","DOE","https://sandiego.craigslist.org/csd/ofc/d/project-engineer-summit/6553006801.html"
"[""\n        "",""\nAre you looking for a long-term Full-Time position? Are you looking to work in a fast-paced, dynamic atmosphere? Do you love speaking with people on the phone and doing everything in your power to provide details to fulfill their needs? Do you consider yourself to have time management skills? "",""\n"",""\nAn exciting position has opened to join our team of insurance experts! We are a commercial insurance agency providing service to business owners throughout California for over 20 years! We are looking for a candidate that is a self-starter; a real go-getter that is highly organized with strong multi-tasking skills and complete assignments with minimal supervision. The role provides administrative support to the operations and client service team ensuring the effective and smooth running of the day to day operations. "",""\n"",""\nResponsibilities:"",""\n•             Draft correspondences and other formal documents/emails"",""\n•             Plan and schedule appointments and events"",""\n•             Handle high volume of inbound telephone calls"",""\n•             Process insurance endorsements, claims, quotes, renewals etc."",""\n•             Works as a liaison between clients, brokers, and underwriters"",""\n•             Filing, faxing, scanning and copying documents"",""\n•             Perform all other office tasks"",""\nQualifications:"",""\n•             Previous experience in office administration or other related fields"",""\n•             Must know Microsoft Word, Excel, Outlook"",""\n•             Excellent English written and verbal communication skills"",""\n•             BILINGUAL in SPANISH "",""\n•             Exceptional attention to detail"",""\n•             Ability to prioritize and multitask"",""\n•             Strong organizational skills"",""\n•             Must be trustworthy & bondable"",""\n•             Minimum of High School Diploma/GED"",""\n•             Must have a stable work background - references will be checked"",""\n    ""]","full-time","Office Administrative Assistant","2018-04-05 15:23","DOE","https://sandiego.craigslist.org/csd/ofc/d/office-administrative/6553010144.html"
"[""\n        "",""\nThe Lawton Group is recruiting for temp positions to work in the back office of the County of San Diego Registrar of Voters from  5/21/18 to 7/5/18. Duties include: open/extract voted ballots from envelopes for computer count and canvass the mail ballots, provisional ballots from polls. Peeking envelopes and counting unused ballots, etc. for statistical reports for the upcoming Gubernatorial Primary Election on June 5, 2018. Ability to follow detailed instructions, count, use basic math and use a calculator. Hours 7:30 / 8:30 am to 4 / 5 pm. Pay - $14.25 per hr. "",""\n"",""\nTo respond to this ad, send resume to :  judyw@lawtongrp.com"",""\n    ""]","contract","Voter Services-Back Office Crew","2018-04-05 15:46","$14.25 per hour","https://sandiego.craigslist.org/csd/ofc/d/voter-services-back-office/6553029165.html"
"[""\n        "",""\nThe Lawton Group is recruiting for a one day assignment, June 5, 2018 to work on Gubernatorial Election night - June 5, 2018. Duties include: Screen, sort, and count red-bags - envelopes. Voted mail ballot and provisional envelopes received from polls and in-office ballot boxes, put in trays ready for Pitney Bowes scanning equipment. Filing in sequence number order for next day processing. Work requires lifting trays, walking / standing and helping unload trucks and plastic boxes. The job will take a minimum of 8 hours, or up to 12 hours. Election workers may be asked to return the next night to complete the work if necessary. Scheduled hours 8:30pm to 5am.  Pay - $14.25 per hr."",""\n"",""\nTo respond to this ad, send resume to :  judyw@lawtongrp.com"",""\n    ""]","contract","Voter Services-Election Night Crew","2018-04-05 16:01","$14.25 per hour","https://sandiego.craigslist.org/csd/ofc/d/voter-services-election-night/6553041840.html"
"[""\n        "",""\nOur organization seeks to hire an International Logistics Support to assist with our transportation and logistics department with customers moving around the world. Salary is $15 to $16 depending on experience."",""\n "",""\nESSENTIAL DUTIES AND RESPONSIBILITIES include the following. Other duties may be assigned:"",""\n•\tStrong verbal and written communication."",""\n•\tComputer:  Working in a networked environment using Windows and/or Windows like interface using Microsoft office suite such as Word, Excel, Power Point and Outlook at a proficient level."",""\n•\tTime management & organizational skills:  Flexibility and adaptability to changing priorities and assignments.  Ability to maintain confidentiality, knowledge of planning and scheduling techniques, exceptional time management and organizational skills."",""\n•\tTeamwork, multitasking, resourceful and interpersonal skills. "",""\n•\tCustomer Service skills a plus."",""\n"",""\nMINIMUM JOB QUALIFICATIONS:"",""\n Three (3) years' experience in administrative and customer service.  Including, answering phones, typing activities, data entry, reviewing and validating customer documentation."",""\n"",""\nBENEFITS:"",""\n•\tMedical & Dental"",""\n•\tFSA, VSP & Aflac Benefits"",""\n•\tPaid Vacation"",""\n•\tPaid Sick"",""\n•\tPaid Holidays"",""\n    ""]","full-time","International Logistics Support","2018-04-05 16:20","See ad","https://sandiego.craigslist.org/csd/ofc/d/international-logistics/6553056908.html"
"[""\n        "",""\nOur organization seeks to hire an individual to assist our transportation and logistics department with customers moving around the world.  Salary is $14 - 16 per/hr. depending on experience."",""\n "",""\nESSENTIAL FUNCTIONS and DUTIES:"",""\n "",""\nPlan, coordinate, and assist customers with their move of household goods and personal effects."",""\n"",""\n•\tOffice duties for this fast pace environment will include:"",""\n•\tStrong verbal and written communication."",""\n•\tComputer:  Working in a networked environment using Windows and/or Windows like interface using Microsoft office suite such as Word, Excel, Power Point and Outlook at a proficient level."",""\n•\tTime management & organizational skills:  Flexibility and adaptability to changing priorities and assignments.  Ability to maintain confidentiality, knowledge of planning and scheduling techniques, exceptional time management and organizational skills."",""\n•\tTeamwork, multitasking, resourceful and interpersonal skills. "",""\n•\tCustomer Service skills a plus."",""\n•\tTransportation and moving experience a plus."",""\n"",""\n"",""\nMINIMUM JOB QUALIFICATIONS:"",""\n "",""\nTwo (2) years experience in strong administrative and customer service skills.  Including, answering phones, typing activities, data entry, reviewing and validating customer documentation."",""\n"",""\nBENEFITS:"",""\n•\tMedical & Dental"",""\n•\tFSA, VSP & Aflac Benefits"",""\n•\tPaid Vacation"",""\n•\tPaid Sick"",""\n•\tPaid Holidays"",""\n"",""\nEqual Opportunity Employer"",""\n"",""\n    ""]","full-time","TRAFFIC COORDINATOR","2018-04-05 16:22","See Ad","https://sandiego.craigslist.org/csd/ofc/d/traffic-coordinator/6553058417.html"
"[""\n        "",""\nWe are a small marketing company that is responsible for the online sales of a manufacturing company."",""\n"",""\nThis is a Monday to Friday position with no weekends."",""\n"",""\nLooking for a highly efficient, talented individual to become a part of a small team that is responsible for a huge volume of business through the internet. "",""\n"",""\nThe position is fast paced requiring accuracy on a daily bases."",""\n"",""\nResponsibilities include but are not limited to:"",""\n"",""\n* Managing a high volume of emails as well as outbound and inbound phone calls."",""\n"",""\n* Maintaining and working with a large database."",""\n"",""\n* Assisting clients with enquires through incoming/outgoing calls and emails"",""\n"",""\n* Staying connected with existing clients via email and outgoing phone calls."",""\n"",""\n* Generating estimates with our easy to use proprietary software as and when required by clients."",""\n"",""\n* Maintaining a CRM account."",""\n"",""\n* Staying current with all daily tasks."",""\n"",""\nRequirements:"",""\n"",""\n* College Degree or Minimum of 5 years working experience in a similar capacity."",""\n"",""\n* Positive and upbeat personality."",""\n"",""\n* A can do attitude."",""\n"",""\n* Able to do estimates for clients with our proprietary software.(Simple to use and very user friendly)"",""\n"",""\n*Excellent written and verbal communication skills."",""\n"",""\n* Proficient in typing 55 WPM preferred"",""\n"",""\n*Computer Savvy"",""\n"",""\n* Able to multi task between multiple screens on the computer while helping a client on the phone."",""\n"",""\n*Great phone etiquette and the ability to be honest and genuine on the phone."",""\n"",""\nAs all our marketing and sales are internet based, it is very important that you enjoy talking to people on the phone as a large portion of your time is spent on the phone daily. Even though you are not actively selling, you will be an integral part of the processes in educating people, which leads them to purchasing. Every single person you talk too would have watched our very well presented video and contacted us for more information."",""\n"",""\nCompensation: $15 hour + monthly bonus after 90 days DOE, 1099 Contract Position with No Benefits."",""\n"",""\nThis is a full time position.    ""]","contract","Customer Support Agent","2018-04-05 17:04","Compensation: $15 hour + monthly bonus after 90 days DOE, 1099 Contract Position with No Benefits.","https://sandiego.craigslist.org/nsd/ofc/d/customer-support-agent/6553089933.html"
